avgmem-true,forecast
0.001745405816247673,-0.0033139326
0.00043765030155265225,-0.00319112
-0.0053023583968314705,-0.010670509
-0.011250388172314097,-0.007941412
-0.014896487102247382,-0.0065738135
-0.01799313917873755,-0.0075771944
-0.01996104801006426,-0.0065717697
-0.01712971380489489,-0.0024884068
-0.00785681053923917,-0.004404148
-0.0007276647599160803,-0.0053665424
0.000849326487720718,-0.0025890125
0.0036781756854806034,-0.0012013707
0.007192922114387335,0.0095843505
0.013913839838819619,-0.0015638089
0.017674528121625663,0.009086359
0.019792561217253653,0.012149677
0.020442286087639004,0.010467844
0.01807566738682072,0.017416235
0.014184941820964645,0.0067637386
0.008201007234031625,0.001351418
-0.002661667284412947,0.007412527
-0.010918706400164666,0.0057973536
-0.017501017506658154,-0.085776836
-0.023763360008610863,-0.078553125
-0.03403475133665098,-0.05352633
-0.04189414004771035,-0.070214175
-0.05180326492889872,-0.06766676
-0.06251197777650508,-0.06201927
-0.07061645319082231,-0.045225356
-0.07917896536942606,-0.053255692
-0.08774132400946794,-0.05475812
-0.09008078184461199,-0.0609319
-0.08744841487110884,-0.049652006
-0.08157041697992559,-0.060674533
-0.07304349805896387,-0.06920538
-0.06529938620540998,-0.06291003
-0.059797147862843014,-0.059754096
-0.05586953917498333,-0.060431674
-0.05714147950873623,-0.06434631
-0.06067288434047598,-0.061034616
-0.06581847647646955,-0.06653322
-0.06785693428760686,-0.062043484
-0.06836899412596455,-0.06603217
-0.06586929038139647,-0.065822564
-0.06336966825780141,-0.062874295
-0.062393206773457555,-0.06291014
-0.062874064792827,-0.06205269
-0.06744462718205096,-0.058631726
-0.07273925538430755,-0.076522306
-0.07616420078419991,-0.06738984
-0.08064970485907656,-0.0652425
-0.07951989143833234,-0.06434655
-0.07605844525839121,-0.06944596
-0.06955260934422369,-0.076834455
-0.06511149372620291,-0.065289244
-0.05957535563901679,-0.058918603
-0.055268859689116656,-0.070369855
-0.05337654869878266,-0.0652349
-0.05113781107960765,-0.034806654
-0.049376051997804135,-0.025894972
-0.04922768942550547,-0.051283438
-0.04956144681198141,-0.037929133
-0.050282429361981754,-0.03805535
-0.049920243959448315,-0.036341764
-0.04913945259015039,-0.04759995
-0.04522621666210359,-0.0487031
-0.0404958297650165,-0.043757953
-0.0342489047028738,-0.03162859
-0.02522865594168005,-0.045304753
-0.012988144735534914,-0.038728375
0.0016573661489503277,0.06555872
0.015101586497084414,0.08900343
0.029047274063265408,0.042759124
0.044304881482666585,0.053446494
0.058643718331190815,0.07725877
0.07299087925845874,0.08663748
0.08291184470413052,0.048685778
0.08954152851989355,0.06674165
0.09399421985287178,0.04986629
0.0988121564836375,0.071203195
0.10016224279288223,0.04680217
0.09677580623280603,0.06411911
0.0871186960955145,0.011901289
0.07560558967809573,0.0133379605
0.0633146194465536,0.042259328
0.054364950748976716,0.023563614
0.04492758054364037,0.032502007
0.03489367718993526,0.03813408
0.03190514889322783,0.055571046
0.030641539140154342,0.04737204
0.024487119660487392,0.04883645
0.01781834552295086,0.034063652
0.009603669145304692,0.048224486
-0.0010866738674868179,0.036991037
-0.008086762883644731,0.008125462
-0.010073738892852267,0.016097361
-0.010496847862188186,-0.0037516914
-0.006793712298709873,-0.0025282698
0.00484006398980977,0.017791077
0.013624811778242043,0.019885417
0.020304500244550588,0.005356947
0.028362825988636212,0.011627795
0.031731709583302535,0.0050890865
0.02645543781416643,0.010815257
0.020207890864434246,-0.00043525454
0.013480042456072046,0.008033827
0.0053355749355656085,0.040892955
0.005194090147948193,0.0559396
0.009578046465166027,0.017097805
0.014318853969107696,0.026661608
0.024486372976232924,0.048258323
0.03861760710141288,0.05291187
0.04921226745093822,0.02833537
0.05642449371592444,0.03533267
0.06248498925625423,0.029551633
0.06565417409242634,0.044975746
0.06417636117482993,0.024055721
0.06147063533763561,0.037744008
0.05394834418200211,0.020291612
0.0458166311976475,0.020475388
0.03967369482713956,0.029884012
0.033916496481404636,0.022992242
0.028742573697255122,0.027823351
0.026797695902268614,0.029674565
0.02890206197393958,0.037008267
0.030004095931592624,0.0343546
0.025377566645356682,0.03486113
0.02093803241602362,0.032612164
0.018493841247871894,0.034209825
0.018575797162245066,0.030133648
0.022382979376100242,0.06387795
0.025652757848841433,0.080550164
0.029606402378082278,0.035459768
0.03550222236437777,0.052747574
0.042003027935425485,0.06404422
0.04777045019559396,0.068458974
0.05172069363579693,0.043058943
0.06025699760247345,0.04571288
0.06932414535449084,0.047864053
0.07897784646376659,0.06582782
0.08969314024538991,0.043712992
0.09540900623609601,0.057344977
0.0973690142851555,0.03633463
0.10000781991669065,0.041723948
0.10404519501954557,0.08797017
0.10680961817473553,0.051235247
0.1048708638125172,0.06864482
0.09966006068672834,0.07642452
0.08828509744873674,0.091207504
0.07348199475373628,0.09951183
0.05679951657593748,0.07584573
0.039776687247978816,0.058705196
0.025844584945520232,0.085287385
0.019713033598944246,0.06920754
0.02076653851294076,0.03565995
0.02549217699055972,0.0443228
0.0325646716078334,0.028927349
0.03893456370135118,0.036037333
0.0437356651496947,0.0495701
0.04721371682304372,0.056269735
0.04635228469837202,0.039649844
0.0436242268338305,0.040306054
0.07094352635100748,0.037004005
0.058676644806594784,0.036313027
0.0475043354188181,0.035509504
0.03794991908944345,0.039599404
0.03125945872134764,0.0038525416
0.027628474553250407,0.0055538816
0.023178801366118846,0.015768232
0.021952024302713542,0.0071638785
0.01884314118658062,0.013606157
0.018013778787624488,0.015959831
0.01736678309168336,0.020236203
0.016818060496551202,0.022606496
0.011334215335013997,0.01661453
0.00315478959599667,0.015341888
-0.0003202738243603205,0.018618688
0.0031525717190116756,0.014575896
0.007760083093758846,0.071572825
0.016729421330099182,0.097344205
0.026688878509852815,0.032839224
0.03589283824162841,0.060499556
0.04310771884970699,0.07018085
0.04947436949162175,0.077878386
0.052225182161093196,0.040380068
0.0596915412211511,0.044868924
0.0722795102607756,0.047403187
0.09103274538260114,0.075165935
0.10759939342306496,0.04451878
0.12322122908317515,0.063483
0.13732024747777385,0.08030863
0.14421053009177306,0.08351675
0.14879935444286607,0.13302127
0.15133906405327588,0.093440644
0.14970697412476258,0.11547636
0.14943294349260844,0.12436924
0.14128293159509184,0.1369719
0.1310072364902671,0.14885777
0.1139899769957707,0.12304398
0.09182840333827658,0.10128084
0.07212535980441351,0.12884164
0.049705739715905604,0.11412433
0.026967924360706327,-0.07948512
0.003591297698246421,-0.068289995
-0.01802288096675429,-0.050401088
-0.035692757796819706,-0.05604999
-0.05768275350355226,-0.06149575
-0.07775367923212564,-0.05386724
-0.08906870497814157,-0.030869145
-0.09456067908785531,-0.05900455
-0.08861987399631721,-0.035854034
-0.08147148194147152,-0.04324612
-0.07411777733282034,-0.0361268
-0.0645179212662056,-0.04815789
-0.05309838513799738,-0.04086866
-0.045317839638687164,-0.03347778
-0.04256689628717795,-0.041969646
-0.03988171629738946,-0.037981067
-0.0381474129551173,-0.040176738
-0.039761230926623085,-0.0383983
-0.04242018538531221,-0.045472644
-0.04432907478777151,-0.04067659
-0.045200218687393004,-0.0451732
-0.042920294837798294,-0.037073288
-0.036115848256393454,-0.043099143
-0.02725506523320807,-0.039865766
-0.01740752731258983,-0.01978064
-0.00684142809777573,-0.015925033
0.0031640796980374033,0.0005778633
0.009036267272862015,-0.012967402
0.010747864054251547,-0.0044548186
0.010663249840889604,0.00029971194
0.008010364792230763,-0.0025649103
0.004045017590114573,0.007933248
-0.0015697814472447138,-0.007404724
-0.009195626708596414,-0.013860477
-0.01895428171958289,-0.0036206183
-0.027574567522217472,-0.0074619763
-0.031499114761029984,-0.02539796
-0.03656933570051994,-0.021689486
-0.04099776179186,-0.03847468
-0.04185140230215634,-0.034726333
-0.03943436849625799,-0.025992136
-0.034398566533048236,-0.0264403
-0.03111083106565414,-0.030359108
-0.02851648846159186,-0.035958778
-0.02488981029792486,-0.029623797
-0.02030269725754541,-0.02516688
-0.01595038586779681,-0.03435184
-0.01978930642604696,-0.02888381
-0.021778883836023936,-0.0893549
-0.019448497082618206,-0.08410779
-0.02147161319729943,-0.048315078
-0.027983009809289902,-0.07053147
-0.039605782425651166,-0.06364166
-0.05158137702498673,-0.05528541
-0.056723013055168664,-0.042182144
-0.06283836607685313,-0.03982454
-0.07126853444706358,-0.050925337
-0.08629408939705972,-0.063908555
-0.09406545847373882,-0.04553841
-0.10073953001660732,-0.059384752
-0.11253651729896365,-0.092059456
-0.1253228576794885,-0.07917745
-0.1351616840855064,-0.13376497
-0.1381642701800526,-0.11248978
-0.13578448392895448,-0.0970806
-0.12862383674866198,-0.09744091
-0.11841577797270293,-0.11409507
-0.1066046799721956,-0.12572028
-0.09479826812219462,-0.1085117
-0.08224779336237557,-0.088915445
-0.07113385473035105,-0.11817646
-0.06004395246499488,-0.10357037
-0.052519800288598074,-0.021884553
-0.04848894348749494,-0.009265676
-0.048852243300572674,-0.04531493
-0.04507308413817153,-0.032577954
-0.041066863600542194,-0.018788066
-0.03261558444366409,-0.014204142
-0.02445114280738838,-0.03592663
-0.014942667353596423,-0.033092894
-0.008070913254586453,-0.03256686
-0.0027900327857554733,-0.018951643
-0.000983639390218372,-0.038349804
-0.0036435648009320158,-0.026097197
-0.002543302500279945,-0.019435447
-0.0006537312410566992,-0.014330076
-0.0015324591948392904,-0.008655287
-0.004496282542632674,-0.011038488
-0.011033280113559092,-0.016852818
-0.01713954701499452,-0.01411586
-0.020459437837485245,-0.010764821
-0.023347522663071895,-0.011798542
-0.026153103117584547,-0.011787736
-0.026134535665055726,-0.008431355
-0.016855110389251502,-0.009059124
-0.010066118108647238,-0.011493101
-0.007886556158698672,-0.0057697045
-0.005972262441244654,-0.0023477823
-0.0006656342804415311,0.008708093
0.011169133900927835,-0.007545132
0.02094678010373563,0.010540041
0.02671868257164813,0.013976242
0.028421890610290622,0.009624902
0.02430059634797629,0.021320233
0.0182858817054755,0.0040682238
0.009127216526156596,-0.0006804606
-0.0037264563559741403,0.0047409064
-0.013343536145627747,0.0042446433
-0.017614221023307564,-0.06434103
-0.01849431205014458,-0.05965118
-0.023612067163913918,-0.037883706
-0.026347424468311273,-0.052256506
-0.03366381946169239,-0.049023036
-0.04199959647703066,-0.04400429
-0.047606304012395795,-0.03386293
-0.05247350100504429,-0.035104122
-0.06024306464227026,-0.040363178
-0.06544833292570879,-0.046744578
-0.06662535298832924,-0.03609505
-0.06591194997431477,-0.0446446
-0.06701882093087201,-0.057551987
-0.06552266553279378,-0.05301529
-0.06232232338947652,-0.05958302
-0.057191039754344516,-0.058437563
-0.054653352608735765,-0.053513706
-0.053112623537169154,-0.050833028
-0.053827437222065795,-0.05898269
-0.052721698566332666,-0.056013405
-0.05091514011501444,-0.058570366
-0.049022771210239624,-0.05682003
-0.05096556120917141,-0.058763117
-0.053727265203272166,-0.055736218
-0.0587697556207203,-0.07241605
-0.06997646229258773,-0.06832818
-0.081770669914611,-0.091049634
-0.09147068313483127,-0.07830338
-0.10024916577695062,-0.07675256
-0.09968125985747439,-0.076549
-0.09480589728660918,-0.07756389
-0.08714760365987433,-0.09347546
-0.07955099927360632,-0.07238642
-0.0721722662565655,-0.06433884
-0.06481287296535873,-0.08056789
-0.059554667763079744,-0.07516163
-0.054674371441154744,-0.030525716
-0.050382188281897444,-0.02004141
-0.04805160959751827,-0.047243666
-0.044741303879888464,-0.03476483
-0.04396582863826941,-0.031901963
-0.042410358856623864,-0.028878108
-0.0395930716064408,-0.044221573
-0.03558247654690394,-0.041627172
-0.030697096618468544,-0.040687498
-0.025065202988491606,-0.027521595
-0.017577606198438196,-0.04203926
-0.008533366001381031,-0.034318317
0.0024814672360842305,0.054629218
0.013165500264997038,0.07406512
0.025465916567895673,0.03904452
0.04081212345998458,0.045227204
0.05375035251740227,0.0658025
0.06582645181181809,0.073663704
0.07325212730819558,0.042814624
0.07666409832067574,0.059440136
0.07910265164146887,0.04283121
0.08231038452132482,0.059812777
0.08228238187019621,0.04127814
0.07967842311357017,0.05493925
0.07242238259907925,0.008842267
0.06365709253736351,0.0092042
0.054344198112977596,0.036526628
0.04777924902134269,0.019234225
0.04066919826324038,0.02687855
0.029483108013521678,0.031783108
0.02692235582623962,0.04681015
0.027218056196023376,0.041023266
0.020852861018374514,0.04146854
0.014769491145811279,0.02657856
0.0062526681808783725,0.040886268
-0.005017795031482143,0.030622499
-0.011788013539677879,0.004414019
-0.013794918777190667,0.01236923
-0.013970494249386844,-0.0078782905
-0.01191317609053721,-0.006248076
-0.00035401004663166693,0.013121435
0.008753629655012744,0.014730742
0.015231218463722601,0.001162163
0.02236609548657355,0.0065827994
0.02533686893763644,0.00068885274
0.021128791476004632,0.006863811
0.016667223289498028,-0.004572649
0.010922112693794728,0.0037001998
0.0021556558264183862,0.012291016
0.0015235765863099633,0.01843566
0.0024764134432089867,0.001702656
0.0011167614482835075,0.00783474
0.004859461202518659,0.01509375
0.009868146996842186,0.016327519
0.012517888312225865,0.0074514938
0.014626476533372203,0.008035867
0.018458651594344275,0.00777526
0.01977359764872707,0.014287989
0.01914355342045076,0.0060361894
0.022001577739158482,0.011078766
0.021189237468065048,0.015036155
0.021262996218680903,0.014157058
0.023863888969669258,0.020049708
0.021654659440695462,0.014555365
0.019602406098047608,0.018324835
0.020064013762006207,0.01966564
0.026314165766392235,0.018983006
0.0286830972631953,0.026253229
0.022323692613427586,0.019422948
0.01672550066428708,0.020557888
0.013040148735973955,0.01898449
0.01205668911137096,0.018130023
0.01504195839946127,0.06634249
0.019213194794849845,0.087029785
0.026408473535237897,0.037659068
0.036361454043067606,0.05283542
0.049978424149175096,0.0722165
0.060260522576663776,0.07770743
0.0647849881196771,0.046281945
0.07348703956897161,0.05465389
0.08163468867974089,0.049338087
0.08936835399380584,0.069230855
0.09702600843610734,0.0453551
0.10088787744102111,0.061456688
0.098672195750304,0.027092963
0.09675770518589949,0.03120071
0.09638380297250382,0.076799266
0.09412134666181875,0.040980153
0.09060525342973473,0.059739035
0.08746761965284476,0.067444354
0.07808573924973254,0.08462798
0.06515098816425377,0.08938466
0.04949852438548582,0.06964691
0.032676347746049016,0.05122935
0.016725621843280566,0.07659245
0.006928446637524014,0.060626786
0.0032299748562578828,0.035389367
0.004377967757508339,0.053268388
0.012282646827592444,0.0032721013
0.01879970715669356,0.029445156
0.02478407824135345,0.052001834
0.0299536000459833,0.06290266
0.03078426693582743,0.02894594
0.03085109497398078,0.020431781
0.09172601511341483,0.029019503
0.0749154371161045,0.03511534
0.062481411978289145,0.023463318
0.05335803079296024,0.035041474
0.05058700096077468,0.015815647
0.05283867628089059,0.020976685
0.05129518158016462,0.03784779
0.051099041782403265,0.027059551
0.045593843866863826,0.0314073
0.03976137727264181,0.03650787
0.03369497318641283,0.039795697
0.032874687890425816,0.044804484
0.025585096491659198,0.035305772
0.015768813721428583,0.031650156
0.01126972514841709,0.04035292
0.015849601353988177,0.033769414
0.020464259890976798,0.090078935
0.030851283595616143,0.118580714
0.04228737769839519,0.047323316
0.051107144462425966,0.0797562
0.05781357864123992,0.086410396
0.06265132932077204,0.0946803
0.0629992240523889,0.054344557
0.07072337812769093,0.057509404
0.0849977053301541,0.062986046
0.10769949069494437,0.09374884
0.12906508950779147,0.060361676
0.14968845328484706,0.08084511
0.17046730923415945,0.122548014
0.18530512953911984,0.12623218
0.1967414999791103,0.18437523
0.20440363863513528,0.13493857
0.20701996367977996,0.16598274
0.21158344949230531,0.1769017
0.20628976758409426,0.18572576
0.1949977079566688,0.20793131
0.17279834032652164,0.16928455
0.14128806815747308,0.14469753
0.11361952718771207,0.17579015
0.08232564331225292,0.16071399
0.04864047627227331,-0.09128424
0.016542249285085808,-0.078140974
-0.011531746448409746,-0.051968575
-0.03349357203806326,-0.062760405
-0.06010822329098555,-0.06627217
-0.0849910835329851,-0.056972653
-0.0993079728380125,-0.026108053
-0.10619636502420522,-0.061149407
-0.09972695487712856,-0.033708327
-0.09328349375808127,-0.045262296
-0.0856636930687239,-0.033962607
-0.07575374595682431,-0.050355386
-0.06432851826330035,-0.040134326
-0.057031722527102216,-0.028286772
-0.05437860852788575,-0.052571822
-0.05072408535827911,-0.041438907
-0.04638212006841313,-0.040643774
-0.046231783126262194,-0.03859189
-0.04826605934003813,-0.052010566
-0.04804827901627132,-0.047930464
-0.0449387027011447,-0.05026418
-0.040124699682722476,-0.036690604
-0.029189527321412643,-0.04939948
-0.014516571193463145,-0.042543255
0.0018183152784770258,0.0051184185
0.01885438436697634,0.011796689
0.0365350041466941,0.035314504
0.04750018020608418,0.014216894
0.0520175510574672,0.029414745
0.05403926901430859,0.037063602
0.05129269300895198,0.02991038
0.0450762377538897,0.048408307
0.03625088073162972,0.022380263
0.023842507592364566,0.013695423
0.007759125427451238,0.028016474
-0.006615506145917468,0.023308232
-0.01327720970063289,-0.011394128
-0.02113371060767475,-0.009514944
-0.027747863443075043,-0.026193751
-0.031012879967701586,-0.022506442
-0.03066955493573598,-0.013665695
-0.02603264323037513,-0.014240146
-0.022845919258057464,-0.015604005
-0.018875491893487743,-0.02760005
-0.012584068497169313,-0.014024588
-0.005595450855784211,-0.011968471
5.944169577746551e-05,-0.02150833
-0.00875332657003514,-0.015715381
-0.017735759765485686,-0.12843008
-0.02269147653080498,-0.11996895
-0.03257525407430929,-0.073901534
-0.04720585621562166,-0.1013384
-0.06573135299325877,-0.09303187
-0.0834587478797968,-0.08175503
-0.09112730888901374,-0.05974354
-0.09870474732965304,-0.0639534
-0.10784008193508537,-0.07187673
-0.12626763668344967,-0.08805017
-0.13362621938847863,-0.06570992
-0.13790255374605637,-0.08516085
-0.1485177790587517,-0.12909885
-0.16120371911216885,-0.1160461
-0.17219127839136672,-0.17289701
-0.17726311607208706,-0.14895329
-0.17652390679859012,-0.13669053
-0.17109855841534247,-0.13751759
-0.1612461862681344,-0.15258867
-0.15015703835939398,-0.16705468
-0.13764588062279853,-0.14654772
-0.12297474000728051,-0.12551779
-0.1087763407147824,-0.156242
-0.09311250379494965,-0.14179534
-0.081573846675713,-0.027583675
-0.07413733643571291,-0.0068594143
-0.07277149077528403,-0.066580005
-0.06666360311583346,-0.045372184
-0.0590040378545731,-0.023091681
-0.04649437261790009,-0.015477771
-0.033151778679161296,-0.05165221
-0.01718068903637747,-0.047189344
-0.005191265665209868,-0.04600732
0.004368642507927341,-0.02406714
0.008281301055511364,-0.05547623
0.003049832229715627,-0.035404824
9.52996122955442e-05,-0.032440584
-0.0012187286385920999,-0.027018351
-0.0031624620167002566,-0.014787954
-0.008420637939634684,-0.022057032
-0.01668110895736417,-0.025139228
-0.023813649397928432,-0.021656908
-0.027793000803507564,-0.014767006
-0.03127579710447488,-0.016077595
-0.035677808725814796,-0.017779365
-0.039464838448853554,-0.01686807
-0.031049533192260677,-0.013969718
-0.025071564143726625,-0.019323608
-0.022089498189611718,-0.009589221
-0.02111565514872134,-0.0022585369
-0.013758032084487028,0.0040418347
0.0040408686986384236,-0.01557987
0.021088144497804603,0.011566925
0.03186099277732284,0.015720174
0.03597151754203319,0.005733844
0.030977549137134186,0.02353089
0.023396529191980202,-0.0012777182
0.011715388021727124,-0.00282763
-0.002418992875615778,-0.0011653532
-0.013064979534430053,0.0013368358
-0.014492474714547555,-0.038038947
-0.009137279581672339,-0.035615303
-0.008441073920063161,-0.017005775
-0.005527488926474468,-0.029237142
-0.010044267302743118,-0.025126763
-0.016155966625247792,-0.020513909
-0.01945658340328514,-0.017576016
-0.020127122904774447,-0.011723657
-0.02684286822069462,-0.020877056
-0.03500185137515228,-0.027809696
-0.040296432222988184,-0.017766949
-0.04553132233273924,-0.023592066
-0.05720782717896667,-0.050073903
-0.0634418177019711,-0.045827635
-0.06432907687221369,-0.05914361
-0.05957684947669342,-0.05839199
-0.05439174841672052,-0.04452894
-0.04812846084033384,-0.042589944
-0.04450847982496864,-0.051597625
-0.040332650198416684,-0.051134318
-0.03632769801858308,-0.05113774
-0.035183190547213763,-0.04896924
-0.041378342679677924,-0.05544015
-0.04847141335099935,-0.04948795
-0.05858633416610039,-0.08560569
-0.07703822924614143,-0.079748034
-0.09582092804818912,-0.11083385
-0.11190788885755826,-0.09311279
-0.12486030369651863,-0.09091699
-0.12449372166749206,-0.09121378
-0.11772783187554686,-0.0896162
-0.108180448806452,-0.11464017
-0.09641774590571046,-0.08316366
-0.08661761469856354,-0.07217473
-0.07562870272137237,-0.09492814
-0.06653570342809996,-0.08835976
-0.05883029556064236,-0.024227673
-0.052152156674969245,-0.010966301
-0.048049280150966545,-0.04440661
-0.041235880273941206,-0.03095413
-0.03892360897051494,-0.023923427
-0.03559561608758816,-0.019164868
-0.029625391211385015,-0.04032509
-0.024396924026888235,-0.035005398
-0.018106994181980154,-0.036624737
-0.011946021755271347,-0.021061111
-0.005475593745619606,-0.03880218
0.00013150680704000339,-0.028590325
0.00699866829741384,0.04678182
0.01436784037319678,0.06204817
0.024826261926737102,0.03854453
0.04034506370655551,0.03974028
0.05207254287160536,0.057645824
0.061911962060863496,0.06392131
0.06696083265554198,0.040337905
0.0673093148265003,0.05546759
0.06775671769264983,0.03914833
0.06904730989883774,0.051504668
0.06751382654405762,0.03891049
0.06521611329060979,0.04888943
0.05960527491907344,0.0020420868
0.05245327732909717,0.0016290471
0.044938215210693924,0.028342512
0.039613890472744405,0.012111431
0.03388188195462101,0.018736135
0.020734706360319745,0.023276892
0.0185411860698597,0.03695567
0.02052765751067311,0.03250128
0.014121372926768093,0.032731533
0.00828434234388365,0.01723943
-0.0009044974984194478,0.032020286
-0.012577197374931771,0.02210551
-0.018265850851102085,0.0008973156
-0.019095276604347962,0.0097671
-0.017935620921786053,-0.011514423
-0.01650824597670009,-0.009645778
-0.003970344234949597,0.009440172
0.005961337771958046,0.010995371
0.01204186714576548,-0.002901527
0.017972801613480013,0.0028994572
0.02037237670613632,-0.0038541034
0.01716737692151527,0.003237819
0.014522594217180676,-0.008553915
0.00965156045397884,-0.000123695
0.00013546462528408847,-0.029408034
-0.001185907011382486,-0.0230545
-0.004362587753412301,-0.018548088
-0.012614160210733881,-0.018885707
-0.016038937390672636,-0.02023651
-0.021044348017435748,-0.017448701
-0.027514055984152484,-0.0124593135
-0.03130167437135234,-0.018790156
-0.029827735867577396,-0.016285028
-0.030043398145051182,-0.016758466
-0.029406139702071857,-0.013559494
-0.020318947986711373,-0.017796498
-0.013457498591151062,0.0029723365
-0.0038662620720300257,0.007660804
0.008842465590533359,0.007916886
0.01087304799553213,0.0022141421
0.012400795907237559,0.01103493
0.015968201625103644,0.01495705
0.027055986447560576,0.0037994152
0.030472641555011497,0.020696294
0.02099676189417168,0.0034268769
0.012550591720862016,0.009188552
0.00612907977926274,0.003901735
0.0028286072066489743,0.006106645
0.004225657530278441,0.06497604
0.008462694688739484,0.08965755
0.018277681012061734,0.035235025
0.03218191718397969,0.04842519
0.053072140056144176,0.0762219
0.06785652413732744,0.08263737
0.0729092654319319,0.0455536
0.08179167224861564,0.05857521
0.08936273912450457,0.04697988
0.09576188718416541,0.068753235
0.1009630505566702,0.042644024
0.10288697946097229,0.061445758
0.09623499752917161,0.010391913
0.08927628855339104,0.013820689
0.08327687025154921,0.058900025
0.07509830175087721,0.024135953
0.06889613080058447,0.043948494
0.06732357738033407,0.05190064
0.059866123238756605,0.072201714
0.04837938165510464,0.07215747
0.03412614520294428,0.0572861
0.018125126124386725,0.037975933
0.001023939849181271,0.061729338
-0.011748256935529264,0.04564315
-0.019869987470525263,
-0.02174136008697222,
-0.012737877092739571,
-0.005778661233137876,
0.0014400020761143467,
0.008014702118149343,
0.011395066159647246,
0.01553093434111523,
